Front,Back,Tags
减去,"jiǎnqù (subtract)

用A减去B得到孔。
Yòng A jiǎnqù B dédào kǒng.
Subtract B from A to get a hole.","type::verb lesson::bonus3 frequency::medium topic::cad,math hsk::2"
相交,"xiāngjiāo (intersect)

相交运算只保留重叠部分。
Xiāngjiāo yùnsuàn zhǐ bǎoliú chóngdié bùfen.
Intersect keeps only the overlapping part.","type::verb lesson::bonus3 frequency::medium topic::cad,math hsk::3"
参数,"cānshù (parameter)

修改参数模型会自动更新。
Xiūgǎi cānshù móxíng huì zìdòng gēngxīn.
Change a parameter and the model updates automatically.",type::noun lesson::bonus3 frequency::medium topic::cad
特征,"tèzhēng (feature)

拉伸是一个特征。
Lāshēn shì yí ge tèzhēng.
Extrude is a feature.",type::noun lesson::bonus3 frequency::high topic::cad hsk::3
时间轴,"shíjiān zhóu (timeline)

在时间轴上删除一个特征。
Zài shíjiān zhóu shàng shānchú yí ge tèzhēng.
Delete a feature in the timeline.",type::noun lesson::bonus3 frequency::low topic::cad
渲染,"xuànrǎn (render)

加材质然后渲染。
Jiā cáizhì ránhòu xuànrǎn.
Add materials then render.","type::verb lesson::bonus3 frequency::medium topic::cad,graphics"
导出,"dǎochū (export)

把模型导出为STL文件。
Bǎ móxíng dǎochū wéi STL wénjiàn.
Export the model as an STL file.",type::verb lesson::bonus3 frequency::medium topic::cad hsk::3
第,"dì (ordinal marker (prefix))

第一个学生到了。
Dì-yī ge xuésheng dào le.
The first student arrived.","type::prefix lesson::lesson8 frequency::high topic::grammar,numbers hsk::1"
节,"jié (section / class period (measure))

今天有四节课。
Jīntiān yǒu sì jié kè.
There are four class periods today.","type::measure lesson::lesson8 frequency::high topic::school,time hsk::2"
课,"kè (class / lesson)

这节课很难。
Zhè jié kè hěn nán.
This class is very hard.",type::noun lesson::lesson8 frequency::high topic::school hsk::1
综合,"zōnghé (comprehensive / integrated)

综合课包括听说读写。
Zōnghé kè bāokuò tīng shuō dú xiě.
Comprehensive class includes listening, speaking, reading, and writing.",type::adj lesson::lesson8 frequency::medium topic::school hsk::3
口语,"kǒuyǔ (spoken language)

口语课要多说话。
Kǒuyǔ kè yào duō shuōhuà.
In spoken language class you need to talk more.",type::noun lesson::lesson8 frequency::high topic::language hsk::2
听力,"tīnglì (listening comprehension)

听力考试很难。
Tīnglì kǎoshì hěn nán.
The listening test is very hard.",type::noun lesson::lesson8 frequency::high topic::language hsk::2
位,"wèi (measure for people (polite))

这有一位客人。
Zhè yǒu yí wèi kèrén.
There is one guest (polite).",type::measure lesson::lesson8 frequency::high topic::grammar hsk::1 grammar::polite_measure
教,"jiāo (to teach)

王老师教我们汉语。
Wáng lǎoshī jiāo wǒmen Hànyǔ.
Teacher Wang teaches us Chinese.",type::verb lesson::lesson8 frequency::high topic::education hsk::1
长,"cháng (long)

这节课很长。
Zhè jié kè hěn cháng.
This class is very long.",type::adj lesson::lesson8 frequency::high topic::description hsk::1
分钟,"fēnzhōng (minute)

十分钟后开始。
Shí fēnzhōng hòu kāishǐ.
It starts in ten minutes.",type::noun lesson::lesson8 frequency::high topic::time hsk::1
小时,"xiǎoshí (hour)

一小时有六十分钟。
Yī xiǎoshí yǒu liùshí fēnzhōng.
One hour has sixty minutes.",type::noun lesson::lesson8 frequency::high topic::time hsk::1
正在,"zhèngzài (in progress (right now))

他正在上课。
Tā zhèngzài shàngkè.
He is in class right now.","type::adv lesson::lesson8 frequency::high topic::grammar,time hsk::2 grammar::progressive_aspect"
开学,"kāixué (school begins)

九月一号开学。
Jiǔyuè yī hào kāixué.
School starts on September 1st.",type::verb lesson::lesson8 frequency::high topic::school hsk::2 grammar::separable
已经,"yǐjīng (already)

他已经到了。
Tā yǐjīng dào le.
He has already arrived.","type::adv lesson::lesson8 frequency::high topic::grammar,time hsk::1"
学期,"xuéqī (semester)

这个学期有十六周。
Zhège xuéqī yǒu shíliù zhōu.
This semester has sixteen weeks.",type::noun lesson::lesson8 frequency::high topic::school hsk::2
班,"bān (class (group of students))

我们班有二十个学生。
Wǒmen bān yǒu èrshí ge xuésheng.
Our class has twenty students.",type::noun lesson::lesson8 frequency::high topic::school hsk::1
周,"zhōu (week)

一周有七天。
Yī zhōu yǒu qī tiān.
One week has seven days.",type::noun lesson::lesson8 frequency::high topic::time hsk::1
星期一,"Xīngqī yī (Monday)

星期一早上有会议。
Xīngqī yī zǎoshang yǒu huìyì.
There is a meeting on Monday morning.","type::noun lesson::lesson8 frequency::high topic::time,days hsk::1"
星期二,"Xīngqī èr (Tuesday)

星期二有汉语课。
Xīngqī èr yǒu Hànyǔ kè.
There is Chinese class on Tuesday.","type::noun lesson::lesson8 frequency::high topic::time,days hsk::1"
星期三,"Xīngqī sān (Wednesday)

星期三下午没课。
Xīngqī sān xiàwǔ méi kè.
There's no class on Wednesday afternoon.","type::noun lesson::lesson8 frequency::high topic::time,days hsk::1"
星期四,"Xīngqī sì (Thursday)

星期四要交作业。
Xīngqī sì yào jiāo zuòyè.
Homework is due on Thursday.","type::noun lesson::lesson8 frequency::high topic::time,days hsk::1"
星期五,"Xīngqī wǔ (Friday)

星期五终于到了。
Xīngqī wǔ zhōngyú dào le.
Friday has finally arrived.","type::noun lesson::lesson8 frequency::high topic::time,days hsk::1"
作业,"zuòyè (homework)

今天的作业很多。
Jīntiān de zuòyè hěn duō.
Today's homework is a lot.",type::noun lesson::lesson9 frequency::high topic::school hsk::1
写,"xiě (to write)

我在写汉字。
Wǒ zài xiě Hànzì.
I am writing characters.","type::verb lesson::lesson9 frequency::high topic::actions,writing hsk::1"
写完了,"xiě wán le (finished writing)

我已经写完了信。
Wǒ yǐjīng xiě wán le xìn.
I have already finished writing the letter.","type::verb_phrase lesson::lesson9 frequency::high topic::school,completion hsk::1 grammar::resultative_complement"
看见,"kànjiàn (to see)

你看见我的手机了吗？
Nǐ kànjiàn wǒ de shǒujī le ma?
Did you see my phone?",type::verb lesson::lesson9 frequency::high topic::vision hsk::1 grammar::resultative_complement
老师,"lǎoshī (teacher)

老师好！
Lǎoshī hǎo!
Hello teacher!","type::noun lesson::lesson9 frequency::high topic::school,people hsk::1"
没看见,"méi kànjiàn (didn't see)

对不起，我没看见你。
Duìbuqǐ, wǒ méi kànjiàn nǐ.
Sorry, I didn't see you.",type::verb_phrase lesson::lesson9 frequency::high topic::vision hsk::1 grammar::negative_resultative
找到,"zhǎodào (to find (successfully))

你找到钥匙了吗？
Nǐ zhǎodào yàoshi le ma?
Did you find the keys?",type::verb lesson::lesson9 frequency::high topic::actions hsk::1 grammar::resultative_complement
手机,"shǒujī (cellphone)

我的手机没电了。
Wǒ de shǒujī méi diàn le.
My phone is out of battery.",type::noun lesson::lesson9 frequency::high topic::electronics hsk::1
找到了,"zhǎodào le (found (successfully))

太好了，你找到了！
Tài hǎo le, nǐ zhǎodào le!
Great, you found it!","type::verb_phrase lesson::lesson9 frequency::high topic::actions,completion hsk::1 grammar::resultative+了"
设计,"shèjì (design)

他在学设计。
Tā zài xué shèjì.
He is studying design.",type::verb/noun lesson::bonus4 frequency::high topic::design hsk::2
技术,"jìshù (technology)

现代技术发展很快。
Xiàndài jìshù fāzhǎn hěn kuài.
Modern technology develops very fast.",type::noun lesson::bonus4 frequency::high topic::technology hsk::2
教学,"jiàoxué (teaching)

他的教学方法很好。
Tā de jiàoxué fāngfǎ hěn hǎo.
His teaching method is very good.",type::noun lesson::bonus4 frequency::high topic::education hsk::3
学生,"xuésheng (student)

这个学生很努力。
Zhège xuésheng hěn nǔlì.
This student is very hardworking.","type::noun lesson::bonus4 frequency::high topic::education,people hsk::1"
项目,"xiàngmù (project)

我们正在做一个项目。
Wǒmen zhèngzài zuò yí ge xiàngmù.
We are working on a project.","type::noun lesson::bonus4 frequency::high topic::work,school hsk::2"
解决问题,"jiějué wèntí (to solve problems)

工程师每天都要解决问题。
Gōngchéngshī měitiān dōu yào jiějué wèntí.
Engineers solve problems every day.",type::verb_phrase lesson::bonus4 frequency::high topic::problem-solving hsk::3
批判性思维,"pīpànxìng sīwéi (critical thinking)

批判性思维很重要。
Pīpànxìng sīwéi hěn zhòngyào.
Critical thinking is very important.","type::noun lesson::bonus4 frequency::low topic::education,thinking"
创造力,"chuàngzàolì (creativity)

孩子很有创造力。
Háizi hěn yǒu chuàngzàolì.
Children have a lot of creativity.",type::noun lesson::bonus4 frequency::medium topic::creativity
原型,"yuánxíng (prototype)

我们先做一个原型。
Wǒmen xiān zuò yí ge yuánxíng.
Let's make a prototype first.",type::noun lesson::bonus4 frequency::low topic::design
迭代,"diédài (iteration)

设计需要多次迭代。
Shèjì xūyào duō cì diédài.
Design needs many iterations.","type::noun/verb lesson::bonus4 frequency::low topic::design,process"
反馈,"fǎnkuì (feedback)

谢谢你的反馈。
Xièxie nǐ de fǎnkuì.
Thank you for your feedback.",type::noun lesson::bonus4 frequency::high topic::communication hsk::3
合作,"hézuò (collaboration)

团队合作很重要。
Tuánduì hézuò hěn zhòngyào.
Team collaboration is very important.",type::verb/noun lesson::bonus4 frequency::high topic::teamwork hsk::2
草图,"cǎotú (rough sketch)

先画一个草图。
Xiān huà yí ge cǎotú.
First draw a rough sketch.","type::noun lesson::bonus4 frequency::medium topic::design,drawing"
测量,"cèliáng (measurement)

先测量长度。
Xiān cèliáng chángdù.
First measure the length.",type::verb/noun lesson::bonus4 frequency::high topic::measurement hsk::3
工具,"gōngjù (tool)

这些工具很有用。
Zhèxiē gōngjù hěn yǒuyòng.
These tools are very useful.",type::noun lesson::bonus4 frequency::high topic::tools hsk::2
材料,"cáiliào (material)

我们需要买材料。
Wǒmen xūyào mǎi cáiliào.
We need to buy materials.",type::noun lesson::bonus4 frequency::high topic::materials hsk::2
安全,"ānquán (safety)

安全第一。
Ānquán dì-yī.
Safety first.",type::noun/adj lesson::bonus4 frequency::high topic::safety hsk::2
护目镜,"hùmùjìng (safety goggles)

请戴上护目镜。
Qǐng dài shàng hùmùjìng.
Please put on safety goggles.","type::noun lesson::bonus4 frequency::low topic::safety,tools"
工作坊,"gōngzuòfāng (workshop)

我们在工作坊做手工。
Wǒmen zài gōngzuòfāng zuò shǒugōng.
We do hands-on work in the workshop.",type::noun lesson::bonus4 frequency::medium topic::workshop
作品集,"zuòpǐnjí (portfolio)

学生要准备作品集。
Xuésheng yào zhǔnbèi zuòpǐnjí.
Students need to prepare a portfolio.","type::noun lesson::bonus4 frequency::low topic::education,design"
葡萄,"pútáo (grape)

葡萄很甜。
Pútáo hěn tián.
Grapes are very sweet.","type::noun lesson::lesson10 frequency::high topic::food,fruit hsk::1"
芒果,"mángguǒ (mango)

芒果是热带水果。
Mángguǒ shì rèdài shuǐguǒ.
Mangoes are tropical fruits.","type::noun lesson::lesson10 frequency::high topic::food,fruit hsk::2"
西瓜,"xīguā (watermelon)

夏天吃西瓜很凉快。
Xiàtiān chī xīguā hěn liángkuai.
Eating watermelon in summer is very refreshing.","type::noun lesson::lesson10 frequency::high topic::food,fruit hsk::1"
椰子,"yēzi (coconut)

椰子汁很好喝。
Yēzi zhī hěn hǎohē.
Coconut water is very tasty.","type::noun lesson::lesson10 frequency::medium topic::food,fruit hsk::2"
菠萝,"bōluó (pineapple)

菠萝有点酸。
Bōluó yǒudiǎn suān.
Pineapples are a bit sour.","type::noun lesson::lesson10 frequency::medium topic::food,fruit hsk::2"
橙子,"chéngzi (orange (fruit))

橙子富含维生素C。
Chéngzi fùhán wéishēngsù C.
Oranges are rich in vitamin C.","type::noun lesson::lesson10 frequency::high topic::food,fruit hsk::1"
买,"mǎi (to buy)

我想买一杯咖啡。
Wǒ xiǎng mǎi yī bēi kāfēi.
I want to buy a cup of coffee.",type::verb lesson::lesson10 frequency::high topic::shopping hsk::1
怎么卖,"zěnme mài (how much (how sold))

这个苹果怎么卖？
Zhège píngguǒ zěnme mài?
How much are these apples?",type::phrase lesson::lesson10 frequency::high topic::shopping hsk::1
多少,"duōshao (how much / how many)

这个多少钱？
Zhège duōshao qián?
How much is this?",type::pronoun lesson::lesson10 frequency::high topic::questions hsk::1 grammar::question_word
还要别的吗,"hái yào bié de ma (anything else?)

还要别的吗？不用了，谢谢。
Hái yào bié de ma? Bú yòng le, xièxie.
Anything else? No, thanks.",type::phrase lesson::lesson10 frequency::high topic::shopping hsk::2
一共,"yīgòng (total)

一共多少钱？
Yīgòng duōshao qián?
How much in total?","type::adv lesson::lesson10 frequency::high topic::shopping,numbers hsk::1"
便宜点儿吧,"piányi diǎnr ba (cheaper please)

太贵了，便宜点儿吧。
Tài guì le, piányi diǎnr ba.
Too expensive, make it cheaper please.","type::phrase lesson::lesson10 frequency::high topic::shopping,bargaining hsk::2"
请问您几位,"qǐngwèn nín jǐ wèi (How many people (polite))

请问您几位？两位。
Qǐngwèn nín jǐ wèi? Liǎng wèi.
How many in your party? Two.",type::phrase lesson::lesson11 frequency::high topic::restaurant hsk::2
两位,"liǎng wèi (two people (polite))

我们有两位。
Wǒmen yǒu liǎng wèi.
We have two people.","type::phrase lesson::lesson11 frequency::high topic::restaurant,numbers hsk::1"
您吃点儿什么,"nín chī diǎnr shénme (What would you like to eat? (polite))

您吃点儿什么？给我看看菜单。
Nín chī diǎnr shénme? Gěi wǒ kànkan càidān.
What would you like to eat? Let me see the menu.",type::phrase lesson::lesson11 frequency::high topic::restaurant hsk::2
菜单,"càidān (menu)

请给我菜单。
Qǐng gěi wǒ càidān.
Please give me the menu.",type::noun lesson::lesson11 frequency::high topic::restaurant hsk::1
给我们看一下菜单吧,"gěi wǒmen kàn yīxià càidān ba (Let us see the menu)

给我们看一下菜单吧。
Gěi wǒmen kàn yīxià càidān ba.
Let us take a look at the menu.",type::phrase lesson::lesson11 frequency::high topic::restaurant hsk::2
您喝点儿什么,"nín hē diǎnr shénme (What would you like to drink? (polite))

您喝点儿什么？水就行。
Nín hē diǎnr shénme? Shuǐ jiù xíng.
What would you like to drink? Water is fine.",type::phrase lesson::lesson11 frequency::high topic::restaurant hsk::2
一杯果汁,"yī bēi guǒzhī (one glass of juice)

我要一杯果汁。
Wǒ yào yī bēi guǒzhī.
I want a glass of juice.","type::phrase lesson::lesson11 frequency::high topic::food,drinks hsk::1"
一杯奶茶,"yī bēi nǎichá (one cup of milk tea)

奶茶很好喝。
Nǎichá hěn hǎohē.
Milk tea is very tasty.","type::phrase lesson::lesson11 frequency::high topic::food,drinks hsk::2"
微控制器,"wēi kòngzhìqì (microcontroller)

微控制器很小但功能强大。
Wēi kòngzhìqì hěn xiǎo dàn gōngnéng qiángdà.
Microcontrollers are small but powerful.",type::noun lesson::bonus5 frequency::low topic::electronics
电子,"diànzǐ (electronics)

我喜欢学电子。
Wǒ xǐhuan xué diànzǐ.
I like learning electronics.",type::noun lesson::bonus5 frequency::high topic::electronics hsk::2
电路,"diànlù (circuit)

这个电路很简单。
Zhège diànlù hěn jiǎndān.
This circuit is very simple.",type::noun lesson::bonus5 frequency::medium topic::electronics
传感器,"chuángǎnqì (sensor)

传感器可以检测温度。
Chuángǎnqì kěyǐ jiǎncè wēndù.
Sensors can detect temperature.",type::noun lesson::bonus5 frequency::low topic::electronics
执行器,"zhíxíngqì (actuator)

执行器让机器动起来。
Zhíxíngqì ràng jīqì dòng qǐlai.
Actuators make machines move.",type::noun lesson::bonus5 frequency::low topic::electronics
电压,"diànyā (voltage)

电压不能太高。
Diànyā bùnéng tài gāo.
Voltage can't be too high.",type::noun lesson::bonus5 frequency::medium topic::electronics
电流,"diànliú (current)

电流太大可能会烧坏元件。
Diànliú tài dà kěnéng huì shāohuài yuánjiàn.
If the current is too high, it might burn components.",type::noun lesson::bonus5 frequency::medium topic::electronics
电阻,"diànzǔ (resistor)

电阻限制电流。
Diànzǔ xiànzhì diànliú.
Resistors limit current.",type::noun lesson::bonus5 frequency::medium topic::electronics
电容,"diànróng (capacitor)

电容可以储存电能。
Diànróng kěyǐ chǔcún diànnéng.
Capacitors can store electrical energy.",type::noun lesson::bonus5 frequency::low topic::electronics
发光二极管,"fāguāng èrjíguǎn (LED)

发光二极管很省电。
Fāguāng èrjíguǎn hěn shěng diàn.
LEDs are very energy-efficient.",type::noun lesson::bonus5 frequency::medium topic::electronics
面包板,"miànbāobǎn (breadboard)

先在面包板上测试电路。
Xiān zài miànbāobǎn shàng cèshì diànlù.
First test the circuit on the breadboard.",type::noun lesson::bonus5 frequency::low topic::electronics
跳线,"tiàoxiàn (jumper wire)

用跳线连接面包板上的元件。
Yòng tiàoxiàn liánjiē miànbāobǎn shàng de yuánjiàn.
Use jumper wires to connect components on the breadboard.",type::noun lesson::bonus5 frequency::low topic::electronics
焊接,"hànjiē (soldering)

焊接需要练习。
Hànjiē xūyào liànxí.
Soldering takes practice.",type::verb lesson::bonus5 frequency::low topic::electronics
烙铁,"làotiě (soldering iron)

烙铁温度很高。
Làotiě wēndù hěn gāo.
The soldering iron is very hot.","type::noun lesson::bonus5 frequency::low topic::electronics,tools"
代码,"dàimǎ (code)

我写了一段代码控制LED灯。
Wǒ xiě le yī duàn dàimǎ kòngzhì LED dēng.
I wrote some code to control an LED.",type::noun lesson::bonus5 frequency::high topic::programming hsk::2
上传,"shàngchuán (to upload)

把代码上传到开发板。
Bǎ dàimǎ shàngchuán dào kāifā bǎn.
Upload the code to the development board.",type::verb lesson::bonus5 frequency::high topic::programming hsk::3
引脚,"yǐnjiǎo (pin)

这个引脚是正极。
Zhège yǐnjiǎo shì zhèngjí.
This pin is positive.",type::noun lesson::bonus5 frequency::low topic::electronics
接地,"jiēdì (ground)

黑线一般接地。
Hēi xiàn yībān jiēdì.
The black wire is usually ground.",type::verb/noun lesson::bonus5 frequency::medium topic::electronics
数字,"shùzì (digital)

数字信号只有0和1。
Shùzì xìnhào zhǐ yǒu 0 hé 1.
Digital signals are only 0 and 1.","type::adj/noun lesson::bonus5 frequency::high topic::electronics,math hsk::1"
模拟,"mónǐ (analog)

模拟信号可以是任何值。
Mónǐ xìnhào kěyǐ shì rènhé zhí.
Analog signals can be any value.",type::adj/noun lesson::bonus5 frequency::high topic::electronics hsk::3
脉冲宽度调制,"màichōng kuāndù tiáozhì (PWM)

脉冲宽度调制可以控制电机速度。
Màichōng kuāndù tiáozhì kěyǐ kòngzhì diànjī sùdù.
PWM can control motor speed.",type::noun lesson::bonus5 frequency::low topic::electronics
这件衣服,"zhè jiàn yīfu (this piece of clothing)

这件衣服很漂亮。
Zhè jiàn yīfu hěn piàoliang.
This piece of clothing is very pretty.","type::phrase lesson::lesson12 frequency::high topic::clothing,shopping hsk::1"
怎么样,"zěnme yàng (how is it)

你觉得这件衣服怎么样？
Nǐ juéde zhè jiàn yīfu zěnme yàng?
What do you think of this clothing?",type::phrase lesson::lesson12 frequency::high topic::questions hsk::1
不大不小,"bù dà bù xiǎo (not too big, not too small)

这双鞋不大不小，正合适。
Zhè shuāng xié bù dà bù xiǎo, zhèng héshì.
These shoes are neither too big nor too small — just right.","type::phrase lesson::lesson12 frequency::medium topic::clothing,description hsk::2"
很合适,"hěn héshì (very suitable / fitting)

这条裤子很合适。
Zhè tiáo kùzi hěn héshì.
These pants fit very well.",type::phrase lesson::lesson12 frequency::high topic::clothing hsk::2
毛衣,"máoyī (sweater)

冬天穿毛衣很暖和。
Dōngtiān chuān máoyī hěn nuǎnhuo.
Wearing a sweater in winter is very warm.",type::noun lesson::lesson12 frequency::high topic::clothing hsk::1
红色,"hóngsè (red)

红色很喜庆。
Hóngsè hěn xǐqìng.
Red is very festive.",type::noun/adj lesson::lesson12 frequency::high topic::colors hsk::1
裙子,"qúnzi (skirt / dress)

这条裙子很优雅。
Zhè tiáo qúnzi hěn yōuyǎ.
This skirt/dress is very elegant.",type::noun lesson::lesson12 frequency::high topic::clothing hsk::1
绿色,"lǜsè (green)

绿色代表自然。
Lǜsè dàibiǎo zìrán.
Green represents nature.",type::noun/adj lesson::lesson12 frequency::high topic::colors hsk::1
这条裤子,"zhè tiáo kùzi (these pants)

这条裤子太长了。
Zhè tiáo kùzi tài cháng le.
These pants are too long.",type::phrase lesson::lesson12 frequency::high topic::clothing hsk::1
这双鞋子,"zhè shuāng xiézi (these shoes)

这双鞋子很舒服。
Zhè shuāng xiézi hěn shūfu.
These shoes are very comfortable.",type::phrase lesson::lesson12 frequency::high topic::clothing hsk::1
有点儿,"yǒudiǎnr (a little)

这件衣服有点儿贵。
Zhè jiàn yīfu yǒudiǎnr guì.
This clothing is a little expensive.",type::adv lesson::lesson12 frequency::high topic::description hsk::1
你穿多大码,"nǐ chuān duō dà mǎ (what size do you wear)

你穿多大码？我穿中号。
Nǐ chuān duō dà mǎ? Wǒ chuān zhōng hào.
What size do you wear? I wear medium.","type::phrase lesson::lesson12 frequency::high topic::clothing,shopping hsk::2"
能试一下吗,"néng shì yīxià ma (can I try it on)

能试一下这件衣服吗？
Néng shì yīxià zhè jiàn yīfu ma?
Can I try on this piece of clothing?","type::phrase lesson::lesson12 frequency::high topic::clothing,shopping hsk::2"
打折吗,"dǎzhé ma (discount?)

这个有打折吗？
Zhège yǒu dǎzhé ma?
Is there a discount on this?",type::phrase lesson::lesson12 frequency::high topic::shopping hsk::2
能用手机支付吗,"néng yòng shǒujī zhīfù ma (can I pay by phone)

能用手机支付吗？可以，扫码就行。
Néng yòng shǒujī zhīfù ma? Kěyǐ, sǎo mǎ jiù xíng.
Can I pay by phone? Yes, just scan the code.","type::phrase lesson::lesson12 frequency::high topic::shopping,technology hsk::3"
如果,"rúguǒ (if)

如果明天下雨，我就不去了。
Rúguǒ míngtiān xià yǔ, wǒ jiù bú qù le.
If it rains tomorrow, I won't go.",type::conjunction lesson::lesson13 frequency::high topic::grammar hsk::2
旅行,"lǚxíng (travel)

我喜欢旅行。
Wǒ xǐhuan lǚxíng.
I like to travel.",type::verb/noun lesson::lesson13 frequency::high topic::travel hsk::1
喜欢,"xǐhuan (like)

我喜欢吃中餐。
Wǒ xǐhuan chī Zhōngcān.
I like eating Chinese food.","type::verb lesson::lesson13 frequency::high topic::emotions,preferences hsk::1"
坐飞机,"zuò fēijī (take a plane)

去美国要坐飞机。
Qù Měiguó yào zuò fēijī.
Going to the US requires taking a plane.","type::verb_phrase lesson::lesson13 frequency::high topic::transport,travel hsk::1"
坐火车,"zuò huǒchē (take a train)

坐火车比坐飞机便宜。
Zuò huǒchē bǐ zuò fēijī piányi.
Taking a train is cheaper than taking a plane.","type::verb_phrase lesson::lesson13 frequency::high topic::transport,travel hsk::1"
虽然…但是…,"suīrán…dànshì… (although…but…)

虽然很贵，但是我想买。
Suīrán hěn guì, dànshì wǒ xiǎng mǎi.
Although it's expensive, I want to buy it.",type::conjunction lesson::lesson13 frequency::high topic::grammar hsk::2 grammar::contrasting_conjunction
快,"kuài (fast)

飞机很快。
Fēijī hěn kuài.
The plane is very fast.","type::adj lesson::lesson13 frequency::high topic::description,speed hsk::1"
慢,"màn (slow)

火车比飞机慢。
Huǒchē bǐ fēijī màn.
Trains are slower than planes.","type::adj lesson::lesson13 frequency::high topic::description,speed hsk::1"
舒服,"shūfu (comfortable)

这双鞋很舒服。
Zhè shuāng xié hěn shūfu.
These shoes are very comfortable.",type::adj lesson::lesson13 frequency::high topic::feelings hsk::1
上飞机,"shàng fēijī (board the plane)

我们提前两小时上飞机。
Wǒmen tíqián liǎng xiǎoshí shàng fēijī.
We board the plane two hours early.",type::verb_phrase lesson::lesson13 frequency::high topic::travel hsk::2
下飞机,"xià fēijī (get off the plane)

下飞机后给我打电话。
Xià fēijī hòu gěi wǒ dǎ diànhuà.
Call me after you get off the plane.",type::verb_phrase lesson::lesson13 frequency::high topic::travel hsk::2
给,"gěi (to give / to (someone))

请给我一杯水。
Qǐng gěi wǒ yī bēi shuǐ.
Please give me a glass of water.","type::verb/prep lesson::lesson13 frequency::high topic::actions,grammar hsk::1"
打电话,"dǎ diànhuà (make a phone call)

我晚上给你打电话。
Wǒ wǎnshàng gěi nǐ dǎ diànhuà.
I'll call you in the evening.",type::verb_phrase lesson::lesson13 frequency::high topic::communication hsk::1 grammar::separable
编程,"biānchéng (programming)

我在学习编程。
Wǒ zài xuéxí biānchéng.
I am learning programming.",type::noun/verb lesson::bonus6 frequency::high topic::programming hsk::3
网站,"wǎngzhàn (website)

这个网站很有用。
Zhège wǎngzhàn hěn yǒuyòng.
This website is very useful.",type::noun lesson::bonus6 frequency::high topic::internet hsk::2
前端,"qiánduān (front-end)

前端开发负责用户界面。
Qiánduān kāifā fùzé yònghù jièmiàn.
Front-end development is responsible for the user interface.",type::noun lesson::bonus6 frequency::medium topic::webdev
后端,"hòuduān (back-end)

后端处理服务器和数据库。
Hòuduān chǔlǐ fúwùqì hé shùjùkù.
Back-end handles servers and databases.",type::noun lesson::bonus6 frequency::medium topic::webdev
超文本标记语言,"chāowénběn biāojì yǔyán (HTML)

超文本标记语言是网页的基础。
Chāowénběn biāojì yǔyán shì wǎngyè de jīchǔ.
HTML is the foundation of web pages.",type::noun lesson::bonus6 frequency::low topic::webdev
层叠样式表,"céngdié yàngshì biǎo (CSS)

层叠样式表控制网页的样式。
Céngdié yàngshì biǎo kòngzhì wǎngyè de yàngshì.
CSS controls the style of web pages.",type::noun lesson::bonus6 frequency::low topic::webdev
脚本语言,"jiǎoběn yǔyán (JavaScript)

脚本语言让网页动起来。
Jiǎoběn yǔyán ràng wǎngyè dòng qǐlai.
JavaScript makes web pages interactive.",type::noun lesson::bonus6 frequency::low topic::webdev
框架,"kuàngjià (framework)

使用框架可以加快开发速度。
Shǐyòng kuàngjià kěyǐ jiākuài kāifā sùdù.
Using a framework speeds up development.",type::noun lesson::bonus6 frequency::medium topic::webdev hsk::3
响应式,"xiǎngyìng shì (responsive)

响应式设计适配手机和电脑。
Xiǎngyìng shì shèjì shìpèi shǒujī hé diànnǎo.
Responsive design adapts to phones and computers.",type::adj lesson::bonus6 frequency::medium topic::webdev
服务器,"fúwùqì (server)

服务器不能停机。
Fúwùqì bùnéng tíngjī.
The server cannot go down.","type::noun lesson::bonus6 frequency::high topic::internet,computers hsk::2"
数据库,"shùjùkù (database)

数据库里存储了用户信息。
Shùjùkù lǐ cúnchǔ le yònghù xìnxī.
User information is stored in the database.",type::noun lesson::bonus6 frequency::medium topic::computers hsk::3
域名,"yùmíng (domain name)

我买了一个新域名。
Wǒ mǎi le yí ge xīn yùmíng.
I bought a new domain name.",type::noun lesson::bonus6 frequency::medium topic::internet
托管,"tuōguǎn (hosting)

网站需要托管。
Wǎngzhàn xūyào tuōguǎn.
Websites need hosting.",type::verb/noun lesson::bonus6 frequency::low topic::webdev
版本控制,"bǎnběn kòngzhì (version control)

版本控制帮助团队合作。
Bǎnběn kòngzhì bāngzhù tuánduì hézuò.
Version control helps teams collaborate.",type::noun lesson::bonus6 frequency::low topic::programming
仓库,"cāngkù (repository)

把代码推送到远程仓库。
Bǎ dàimǎ tuīsòng dào yuǎnchéng cāngkù.
Push the code to the remote repository.",type::noun lesson::bonus6 frequency::medium topic::programming hsk::3
部署,"bùshǔ (to deploy)

代码写好后要部署到服务器。
Dàimǎ xiě hǎo hòu yào bùshǔ dào fúwùqì.
After writing the code, deploy it to the server.",type::verb lesson::bonus6 frequency::medium topic::programming
调试,"tiáoshì (to debug)

这个bug很难调试。
Zhège bug hěn nán tiáoshì.
This bug is very hard to debug.",type::verb lesson::bonus6 frequency::medium topic::programming
变量,"biànliàng (variable)

变量可以存储数据。
Biànliàng kěyǐ cúnchǔ shùjù.
Variables can store data.",type::noun lesson::bonus6 frequency::high topic::programming hsk::3
函数,"hánshù (function)

把重复的代码写成函数。
Bǎ chóngfù de dàimǎ xiě chéng hánshù.
Write repeated code as a function.",type::noun lesson::bonus6 frequency::high topic::programming hsk::3
